,Unnamed: 0,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
561,195,"McClintock, C.",L. Bickman,,,,Conceptual and Action Heuristics: Tools for the Evaluator,JOUR,"Riggin, Leslie J. C.",,,,,,,,,,Linking program theory and social science theory,New Directions for Program Evaluation,1990,47,0164-7989,https://doi.org/10.1002/ev.1558,109,120
562,196,"Riggin, L.J.C.",,,,,The Role of Program Theory in the Evaluation of an Employment Assistance Program,JOUR,"Riggin, Leslie J. C.",,,,,,,,,,Linking program theory and social science theory,New Directions for Program Evaluation,1990,47,0164-7989,https://doi.org/10.1002/ev.1558,109,120
563,197,"Scheirer, M. A.",L. Bickman,,,,Program Theory and Implementation Theory: Implications for Evaluators,JOUR,"Riggin, Leslie J. C.",,,,,,,,,,Linking program theory and social science theory,New Directions for Program Evaluation,1990,47,0164-7989,https://doi.org/10.1002/ev.1558,109,120
564,198,"Trochim, W.M.K.",,,,,"Pattern Matching, Validity, and Conceptualization in Program Evaluation",JOUR,"Riggin, Leslie J. C.",,,,,,,,,,Linking program theory and social science theory,New Directions for Program Evaluation,1990,47,0164-7989,https://doi.org/10.1002/ev.1558,109,120
565,199,"Trochim, W.M.K.",,,,,Pattern Matching and Program Theory,JOUR,"Riggin, Leslie J. C.",,,,,,,,,,Linking program theory and social science theory,New Directions for Program Evaluation,1990,47,0164-7989,https://doi.org/10.1002/ev.1558,109,120
566,200,"Wholey, J.",L. Bickman,,,,Evaluability Assessment: Developing Program Theory,JOUR,"Riggin, Leslie J. C.",,,,,,,,,,Linking program theory and social science theory,New Directions for Program Evaluation,1990,47,0164-7989,https://doi.org/10.1002/ev.1558,109,120
567,201,"Yin, R. K.",,,,,Case Study Research,JOUR,"Riggin, Leslie J. C.",,,,,,,,,,Linking program theory and social science theory,New Directions for Program Evaluation,1990,47,0164-7989,https://doi.org/10.1002/ev.1558,109,120
568,0,,,,,,Quality Standards for Federal Offices of Inspector General,JOUR,"Moran, William C.",,,,,,,,,,Evaluation within the federal Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1560,9,22
569,1,,,,,,Agents for Preventing and Detecting Fraud and Waste,JOUR,"Moran, William C.",,,,,,,,,,Evaluation within the federal Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1560,9,22
570,2,,,,,,Program Evaluation Issues,JOUR,"Moran, William C.",,,,,,,,,,Evaluation within the federal Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1560,9,22
571,3,"Hendricks, M.",N. L. Smith,E. R. House,,,Service Delivery Assessment: Qualitative Evaluations at the Cabinet Level,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
572,4,"Hendricks, M.",,,,,Communication Strategies in Evaluation,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
573,5,"Kusserow, R. P.",,,,,Program Inspections,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
574,6,"Kusserow, R. P.",,,,,Program Inspections: A New Form of Rapid Evaluation,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
575,7,"Mangano, M. F.","Rawdon, B.",,,,Issuing Reports Not Covered by Auditing Standards: What Are They? What Is Required?,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
576,8,"Mitchell, B.","Hendricks, M.",,,,New Program Evaluation Tools,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
577,9,"Thompson, P.",,,,,The (Evaluation) Role of the Office of Inspector General,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
578,10,"Wholey, J. S.",,,,,Evaluation and Effective Public Management,JOUR,"Mangano, Michael F.",,,,,,,,,,Evaluation within the U.S. Department of Health and Human Services Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1561,25,36
579,11,"Casey, J. H.",,,,,Perspectives in Defense Management,JOUR,"Vance, William F.",,,,,,,,,,Inspections program evaluation within the U.S. Department of Defense Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1563,49,61
580,12,"Cheney, D.",,,,,Defense Management Report to the President,JOUR,"Vance, William F.",,,,,,,,,,Inspections program evaluation within the U.S. Department of Defense Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1563,49,61
581,13,"Colson, C.",,,,,Against the Night,JOUR,"Vance, William F.",,,,,,,,,,Inspections program evaluation within the U.S. Department of Defense Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1563,49,61
582,14,"Mollenhoff, C.",,,,,The Pentagon,JOUR,"Vance, William F.",,,,,,,,,,Inspections program evaluation within the U.S. Department of Defense Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1563,49,61
583,15,,,,,,Office of Inspector General,JOUR,"Vance, William F.",,,,,,,,,,Inspections program evaluation within the U.S. Department of Defense Office of Inspector General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1563,49,61
584,16,"Bloom, H. S.","Cordray, D. S.","Light, R. J.",,,,JOUR,"Cordray, David S.",,,,,,,,,,Inspections as program evaluation: A partial overlap,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1564,65,75
585,17,"Chelimsky, E.","Cordray, D. S.","Datta, L. G.",,,Federal Evaluations: The Pendulum Has Swung Too Far,JOUR,"Cordray, David S.",,,,,,,,,,Inspections as program evaluation: A partial overlap,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1564,65,75
586,18,"Cordray, D. S.","Datta, L. G.",,,,Federal Education Policy: A Review of the 1980s,JOUR,"Cordray, David S.",,,,,,,,,,Inspections as program evaluation: A partial overlap,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1564,65,75
587,19,,,,,,Children's Programs: A Comparative Evaluation Framework and Five Illustrations,JOUR,"Cordray, David S.",,,,,,,,,,Inspections as program evaluation: A partial overlap,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1564,65,75
588,20,"Chelimsky, E.",,,,,Expanding GAO's Capabilities in Program Evaluation,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
589,21,"Davis, D. F.",,,,,Do You Want a Performance Audit or a Program Evaluation?,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
590,22,"House, E. R.",,,,,Internal Evaluation,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
591,23,"House, E. R.",,,,,Evaluating the FBI: A Response to Sonnichsen,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
592,24,"House, E. R.",,,,,Response to Richard Sonnichsen,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
593,25,"Moore, M. H.","Gates, M. J.",,,,Junkyard Dogs and Wise-Old Dogs: A Preliminary Investigation of Inspectors-General in the Federal Government,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
594,26,"Mosler, F. C.",,,,,The GAO: The Quest for Accountability in American Government,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
595,27,"Patton, M. Q.",,,,,Creative Evaluation,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
596,28,"Patton, M. Q.",,,,,Utilization-Focused Evaluation,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
597,29,"Rutman, L.",,,,,Serving Management and Accountability: A Conflict for Program Evaluation?,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
598,30,"Sonnichsen, R. C.",,,,,An Internal Evaluator Responds to Ernest House's Views on Internal Evaluation,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
599,31,"Sonnichsen, R. C.",,,,,Advocacy Evaluation: A Model for Internal Evaluation Offices,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
600,32,"Sonnichsen, R. C.",,,,,An Open Letter to Ernest House,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
601,33,"Sonnichsen, R. C.",,,,,How Public Organizations Work: Lessons from Experience,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
602,34,,,,,,Congressional Record,JOUR,"Sonnichsen, Richard C.",,,,,,,,,,Another view of program inspections by the Offices of Inspectors General,New Directions for Program Evaluation,1990,48,0164-7989,https://doi.org/10.1002/ev.1565,77,86
0,0,"Bradburn, N. M.","Sudman, S.",,,,Improving Interview Method and Questionnaire Design: Response Effects to Threatening Questions in Survey Research,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
1,1,"Dillman, D. A.","Christenson, J. A.","Carpenter, E. H.","Brooks, R. M.",,Increasing Mail Questionnaire Response: A Four-State Comparison,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
2,2,"Dillman, D.",,,,,Mail and Telephone Surveys: The Total Design Method,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
3,3,"Grant, S.","Carvell, R.",,,,A Survey of Elementary School Principals and Teachers: Teacher Evaluation Criteria,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
4,4,"Heberlein, T. A.","Baumgartner, R.",,,,Factors Affecting Response Rates to Mailed Questionnaires: A Quantitative Analysis of the Published Literature,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
5,5,"Kowalski, J. P. S.",,,,,Evaluating Teacher Performance,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
6,6,"Lockhart, D. C.","Russo, J. R.",,,,The Effect of Length of Questionnaire and Type of Follow-Up on the Return Rate of a Mailed Questionnaire,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
7,7,"Lower, M. A.","Altschuld, J. W.",,,,A Study of Attitudes and Perceptions of the Evaluation of Teaching,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
8,8,"McColskey, W. H.",,,,,Identifying Predictors of Information Utilization by Secondary School Principals,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
9,9,,,,,,Evaluation of Classroom Teachers,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
10,10,,,,,,Research on the Development and Use of Teacher Evaluation in Schools,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
11,11,"Nickens, J. W.","Purga, A. J.","Noriega, P.",,,Research Methods in Needs Assessment,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
12,12,"Stemnock, S. K.",,,,,Evaluating Teacher Performance,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
13,13,"Stemnock, S. K.",,,,,Evaluating Teacher Performance,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
14,14,"Sudman, S.","Bradburn, N. M.",,,,Asking Questions: A Practical Guide to Questionnaire Design,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
15,15,"Witkin, B. R.",,,,,"An Analysis of Needs Assessment Techniques for Educational Planning at State, Intermediate and District Levels",JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
16,16,"Alderfer, C. P.",,,,,The Methodology of Organizational Diagnosis,JOUR,"Russo, J. Robert",,,,,,,,,,Using mailed questionnaires in negotiation consultation,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1357,19,31
17,17,"Corazzini, J.","Heppner, P.",,,,Client-Therapist Preparation of Group Therapy: Expanding the Diagnostic Interview,JOUR,"Russo, J. Robert",,,,,,,,,,Using mailed questionnaires in negotiation consultation,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1357,19,31
18,18,"Ford, J.",,,,,The Management of Organizational Crises,JOUR,"Russo, J. Robert",,,,,,,,,,Using mailed questionnaires in negotiation consultation,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1357,19,31
19,19,"Lippitt, G.","Lippitt, R.",,,,The Consulting Process in Action,JOUR,"Russo, J. Robert",,,,,,,,,,Using mailed questionnaires in negotiation consultation,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1357,19,31
20,20,"Bradburn, N. M.","Sudman, S.",,,,Improving Interview Method and Questionnaire Design: Response Effects to Threatening Questions in Survey Research,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
21,21,"Cannell, C. F.","Fowler, F. J.",,,,A Comparison of a Self-Enumerative Procedure and a Personal Interview: A Validity Study,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
22,22,"Dillman, D.",,,,,Mail and Telephone Surveys: The Total Design Method,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
23,23,"Erdos, P. L.","Morgan, A. J.",,,,Professional Mail Surveys,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
24,24,"Hochstim, J. R.",,,,,A Critical Comparison of Three Strategies of Collecting Data from Households,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
25,25,"Sudman, S.",,,,,Reducing the Cost of Surveys,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
26,26,"Sudman, S.","Bradburn, N. M.",,,,Response Effects in Surveys: A Review and Synthesis,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
27,27,"Sudman, S.","Bradburn, N. M.",,,,Asking Questions: A Practical Guide to Questionnaire Design,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
28,28,"Thorndike, R. L.","Hagen, E.","Kemper, R. A.",,,Normative Data Obtained in the House-to-House Administration of a Psychosomatic Inventory,JOUR,"Sudman, Seymour","Bradburn, Norman",,,,,,,,,Improving mailed questionnaire design,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1358,33,47
29,29,"Dillman, D. A.",,,,,Mail and Telephone Surveys: The Total Design Method,JOUR,"Dillman, Don A.","Dillman, Joye J.","Makela, Carole J.",,,,,,,,The importance of adhering to details of the Total Design Method (TDM) for mail surveys,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1359,49,64
30,30,"Dillman, D. A.","Christenson, J. A.","Carpenter, E. H.","Brooks, R. M.",,Increasing Mail Questionnaire Response: A Four-State Comparison,JOUR,"Dillman, Don A.","Dillman, Joye J.","Makela, Carole J.",,,,,,,,The importance of adhering to details of the Total Design Method (TDM) for mail surveys,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1359,49,64
31,31,"Dillman, D. A.","Moore, D. E.",,,,Improving Response to Mail Surveys: Results from Five Surveys,JOUR,"Dillman, Don A.","Dillman, Joye J.","Makela, Carole J.",,,,,,,,The importance of adhering to details of the Total Design Method (TDM) for mail surveys,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1359,49,64
32,32,"Heberlein, T. A.","Baumgartner, R.",,,,Factors Affecting Response Rates to Mailed Questionnaires: A Quantitative Analysis of the Published Literature,JOUR,"Dillman, Don A.","Dillman, Joye J.","Makela, Carole J.",,,,,,,,The importance of adhering to details of the Total Design Method (TDM) for mail surveys,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1359,49,64
33,33,"Makela, C. J.","Chatelain, L. B.","Dillman, D. A.","Dillman, J. J.","Tripple, P. A.",Energy Directions for the United States: A Western Perspective,JOUR,"Dillman, Don A.","Dillman, Joye J.","Makela, Carole J.",,,,,,,,The importance of adhering to details of the Total Design Method (TDM) for mail surveys,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1359,49,64
34,34,"Armstrong, J. S.",,,,,Monetary Incentives in Mail Surveys,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
35,35,"Armstrong, J. S.","Lusk, E. J.",,,,The Effect of Return Postage on Mail Survey Response: A Quantitative Review,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
36,36,"Brook, L. L.",,,,,The Effect of Different Postage Combinations on Response Levels and Speed of Reply,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
37,37,"Childers, T. L.","Ferrell, O. C.",,,,Response Rates and Perceived Questionnaire Length in Mail Surveys,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
38,38,"Childers, T. L.","Pride, W. M.","Ferrell, O. C.",,,A Reassessment of the Effects of Appeals on Response to Mail Surveys,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
39,39,"Comer, J. M.","Kelly, J. S.",,,,Follow-up Techniques: The Effect of Methods and Source Appeal,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
40,40,"Dillman, D. A.",,,,,Mail and Telephone Surveys: The Total Design Method,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
41,41,"Eichner, K.","Habermehl, W.",,,,"Predicting Response Rates to Mailed Questionnaires (Comment on Heberlein and Baumgartner, ASR, August 1978)",JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
42,42,"Furse, D. H.","Stewart, D. W.",,,,Monetary Incentives Versus Promised Contributions to Charity: New Evidence on Mailed Survey Response,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
43,43,"Furse, D. H.","Stewart, D. W.","Rados, D. L.",,,"Effects of Foot in the Door, Cash Incentives, and Follow-ups on Survey Response",JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
44,44,"Gaffey, H. J., Jr.",,,,,Questionnaire Returns: Stamps Versus Business Reply Envelopes Revisited,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
45,45,"Godwin, R. K.",,,,,The Consequences of Large Monetary Incentives in Mail Surveys of Elites,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
46,46,"Goodstadt, M. S.","Chung, L.","Cronity, R.","Cook, G.",,Mail Survey Response Rates: Their Manipulation and Impact,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
47,47,"Goulet, W. M.",,,,,Efficacy of a Third Request Letter in Mail Surveys of Professionals,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
48,48,"Goyder, J. C.",,,,,Further Evidence on Factors Affecting Response Rates to Mailed Questionnaires,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
49,49,"Hansen, R. A.",,,,,A Self-Perception Interpretation of the Effect of Monetary and Non-monetary Incentives on Mail Survey Respondent Behavior,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
50,50,"Hawkins, D. I.",,,,,The Impact of Sponsor Identification and Direct Disclosure of Respondent Rights on the Quantity and Quality of Mail Survey Data,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
51,51,"Heberlein, T. A.","Baumgartner, R. M.",,,,Factors Affecting Response Rates to Mailed Questionnaires: A Quantitative Analysis of the Published Literature,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
52,52,"Heberlein, T. A.","Baumgartner, R. M.",,,,Is a Questionnaire Necessary in a Second Mailing?,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
